ltla24_name,ltla24_code,domain,subdomain,indicator,value,quantile
City of Edinburgh,S12000036,Healthy Lives,Children and young people,Early years development,11.721887550200803,5
City of Edinburgh,S12000036,Healthy Lives,Behavioural risk factors,Healthy eating,33,5
City of Edinburgh,S12000036,Healthy Lives,Physiological risk factors,High blood pressure,15,5
City of Edinburgh,S12000036,Healthy Lives,Physiological risk factors,Low birth weight,15.299999999999997,3
City of Edinburgh,S12000036,Healthy Lives,Children and young people,National five attainment,75,4
City of Edinburgh,S12000036,Healthy Lives,Physiological risk factors,Overweight obesity adults,53,5
City of Edinburgh,S12000036,Healthy Lives,Physiological risk factors,Overweight obesity children,12.190706095353047,5
City of Edinburgh,S12000036,Healthy Lives,Behavioural risk factors,Physical activity,76,5
City of Edinburgh,S12000036,Healthy Lives,Children and young people,Pupil absence,13.7,4
City of Edinburgh,S12000036,Healthy Lives,Behavioural risk factors,Sedentary behaviour,14,5
City of Edinburgh,S12000036,Healthy Lives,Behavioural risk factors,Sexual health,659.5,5
City of Edinburgh,S12000036,Healthy Lives,Behavioural risk factors,Smoking,14,4
City of Edinburgh,S12000036,Healthy Lives,Children and young people,Teenage pregnancy,22.1,3
City of Edinburgh,S12000036,Healthy Lives,Children and young people,Young people training,95,3
City of Edinburgh,S12000036,Healthy People,Mortality,All mortality,1090,3
City of Edinburgh,S12000036,Healthy People,Personal wellbeing,Anxiety,3.55,1
City of Edinburgh,S12000036,Healthy People,Mortality,Avoidable deaths,284.9,4
City of Edinburgh,S12000036,Healthy People,Physical health conditions,Cancer,631.3,2
City of Edinburgh,S12000036,Healthy People,Physical health conditions,Cardiovascular conditions,8.431231674401445,5
City of Edinburgh,S12000036,Healthy People,Physical health conditions,Dementia,58,2
City of Edinburgh,S12000036,Healthy People,Physical health conditions,Diabetes,5.3,1
City of Edinburgh,S12000036,Healthy People,Difficulties in daily life,Disability,16.22511277732875,5
City of Edinburgh,S12000036,Healthy People,Personal wellbeing,Happiness,7.25,1
City of Edinburgh,S12000036,Healthy People,Mortality,Healthy life expectancy,64.64046650331453,4
City of Edinburgh,S12000036,Healthy People,Mortality,Infant mortality,3.5,2
City of Edinburgh,S12000036,Healthy People,Personal wellbeing,Life satisfaction,7.69,4
City of Edinburgh,S12000036,Healthy People,Personal wellbeing,Life worthwhileness,7.88,4
City of Edinburgh,S12000036,Healthy People,Mental health,Mental health conditions,16.1,5
City of Edinburgh,S12000036,Healthy People,Physical health conditions,Musculoskeletal conditions,0.6465052250723574,5
City of Edinburgh,S12000036,Healthy People,Mental health,Suicides,14.8,4
City of Edinburgh,S12000036,Healthy Places,Living conditions,Air pollution,4.072,1
City of Edinburgh,S12000036,Healthy Places,Economic and working conditions,Child poverty,12.5,4
City of Edinburgh,S12000036,Healthy Places,Access to services,Gp appointments,0.723,4
City of Edinburgh,S12000036,Healthy Places,Access to services,Gp travel time,7.633333333333334,5
City of Edinburgh,S12000036,Healthy Places,Living conditions,Household overcrowding,2.7,1
City of Edinburgh,S12000036,Healthy Places,Access to services,Internet access,0.906,2
City of Edinburgh,S12000036,Healthy Places,Economic and working conditions,Job training,12.5,4
City of Edinburgh,S12000036,Healthy Places,Crime,Low level crime,111.59439989,1
City of Edinburgh,S12000036,Healthy Places,Crime,Personal crime,244.315423602,2
City of Edinburgh,S12000036,Healthy Places,Access to services,Pharmacy travel time,6.05,5
City of Edinburgh,S12000036,Healthy Places,Access to green space,Private outdoor space,97.89999999999999,5
City of Edinburgh,S12000036,Healthy Places,Living conditions,Road safety,0.656854647232379,1
City of Edinburgh,S12000036,Healthy Places,Living conditions,Rough sleeping,79.31199235547061,1
City of Edinburgh,S12000036,Healthy Places,Access to services,Sports centre travel time,9.2,4
City of Edinburgh,S12000036,Healthy Places,Living conditions,Traffic volume,7.1711061978485215,1
City of Edinburgh,S12000036,Healthy Places,Economic and working conditions,Unemployment,3.08804426,3
City of Edinburgh,S12000036,Healthy Places,Economic and working conditions,Workplace safety,166,5
Falkirk,S12000014,Healthy Lives,Behavioural risk factors,Alcohol misuse,251.9406752918902,3
Falkirk,S12000014,Healthy Lives,Protective measures,Cancer screening,66.2,2
Falkirk,S12000014,Healthy Lives,Protective measures,Child vaccine coverage,93.96666666666667,3
Falkirk,S12000014,Healthy Lives,Behavioural risk factors,Drug misuse,133.07014050239948,3
Falkirk,S12000014,Healthy Lives,Children and young people,Early years development,16.430817610062892,4
Falkirk,S12000014,Healthy Lives,Behavioural risk factors,Healthy eating,22,3
Falkirk,S12000014,Healthy Lives,Physiological risk factors,High blood pressure,22,4
Falkirk,S12000014,Healthy Lives,Physiological risk factors,Low birth weight,15.599999999999994,3
Falkirk,S12000014,Healthy Lives,Children and young people,National five attainment,72.3,3
Falkirk,S12000014,Healthy Lives,Physiological risk factors,Overweight obesity adults,64,4
Falkirk,S12000014,Healthy Lives,Physiological risk factors,Overweight obesity children,14.996544574982723,4
Falkirk,S12000014,Healthy Lives,Behavioural risk factors,Physical activity,61,1
Falkirk,S12000014,Healthy Lives,Children and young people,Pupil absence,10.2,4
Falkirk,S12000014,Healthy Lives,Behavioural risk factors,Sedentary behaviour,22,2
Falkirk,S12000014,Healthy Lives,Behavioural risk factors,Sexual health,477.5,4
Falkirk,S12000014,Healthy Lives,Behavioural risk factors,Smoking,12,4
Falkirk,S12000014,Healthy Lives,Children and young people,Teenage pregnancy,26.6,2
Falkirk,S12000014,Healthy Lives,Children and young people,Young people training,93.1,2
Falkirk,S12000014,Healthy People,Mortality,All mortality,1240,2
Falkirk,S12000014,Healthy People,Personal wellbeing,Anxiety,3.28,2
Falkirk,S12000014,Healthy People,Mortality,Avoidable deaths,340.6,2
Falkirk,S12000014,Healthy People,Physical health conditions,Cancer,651.8,1
Falkirk,S12000014,Healthy People,Physical health conditions,Cardiovascular conditions,22.953613127169454,1
Falkirk,S12000014,Healthy People,Physical health conditions,Dementia,66,1
Falkirk,S12000014,Healthy People,Physical health conditions,Diabetes,6.6,4
Falkirk,S12000014,Healthy People,Difficulties in daily life,Disability,20.44378904576388,3
Falkirk,S12000014,Healthy People,Personal wellbeing,Happiness,7.45,3
Falkirk,S12000014,Healthy People,Mortality,Healthy life expectancy,59.248934038581204,2
Falkirk,S12000014,Healthy People,Mortality,Infant mortality,3,3
Falkirk,S12000014,Healthy People,Personal wellbeing,Life satisfaction,7.62,4
Falkirk,S12000014,Healthy People,Personal wellbeing,Life worthwhileness,7.88,4
Falkirk,S12000014,Healthy People,Mental health,Mental health conditions,21.1,3
Falkirk,S12000014,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8020016587227348,3
Falkirk,S12000014,Healthy People,Mental health,Suicides,18.3,2
Falkirk,S12000014,Healthy Places,Living conditions,Air pollution,3.8179,2
Falkirk,S12000014,Healthy Places,Economic and working conditions,Child poverty,18.3,2
Falkirk,S12000014,Healthy Places,Access to services,Gp appointments,0.7078,3
Falkirk,S12000014,Healthy Places,Access to services,Gp travel time,11.808333333333334,3
Falkirk,S12000014,Healthy Places,Living conditions,Household overcrowding,1.7,3
Falkirk,S12000014,Healthy Places,Access to services,Internet access,0.945,4
Falkirk,S12000014,Healthy Places,Economic and working conditions,Job training,13.1,4
Falkirk,S12000014,Healthy Places,Crime,Low level crime,65.067844746,2
Falkirk,S12000014,Healthy Places,Crime,Personal crime,235.405490689,2
Falkirk,S12000014,Healthy Places,Access to services,Pharmacy travel time,9.716666666666669,3
Falkirk,S12000014,Healthy Places,Access to green space,Private outdoor space,97.6,4
Falkirk,S12000014,Healthy Places,Living conditions,Road safety,0.14137903098309465,2
Falkirk,S12000014,Healthy Places,Living conditions,Rough sleeping,22.06531332744925,4
Falkirk,S12000014,Healthy Places,Access to services,Sports centre travel time,12.850000000000001,2
Falkirk,S12000014,Healthy Places,Living conditions,Traffic volume,3.3426042325288803,1
Falkirk,S12000014,Healthy Places,Economic and working conditions,Unemployment,3.1718144400000003,3
Falkirk,S12000014,Healthy Places,Economic and working conditions,Workplace safety,251,3
Fife,S12000047,Healthy Lives,Behavioural risk factors,Alcohol misuse,116.71244681424032,5
Fife,S12000047,Healthy Lives,Protective measures,Cancer screening,66.3,2
Fife,S12000047,Healthy Lives,Protective measures,Child vaccine coverage,92.82208333333334,2
Fife,S12000047,Healthy Lives,Behavioural risk factors,Drug misuse,68.44012482175042,4
Fife,S12000047,Healthy Lives,Children and young people,Early years development,18.89110225763612,2
Fife,S12000047,Healthy Lives,Behavioural risk factors,Healthy eating,21,3
Fife,S12000047,Healthy Lives,Physiological risk factors,High blood pressure,23,3
Fife,S12000047,Healthy Lives,Physiological risk factors,Low birth weight,16.700000000000003,2
Fife,S12000047,Healthy Lives,Children and young people,National five attainment,68.8,1
Fife,S12000047,Healthy Lives,Physiological risk factors,Overweight obesity adults,68,3
Fife,S12000047,Healthy Lives,Physiological risk factors,Overweight obesity children,15.508021390374333,3
Fife,S12000047,Healthy Lives,Behavioural risk factors,Physical activity,61,1
Fife,S12000047,Healthy Lives,Children and young people,Pupil absence,18.4,2
Fife,S12000047,Healthy Lives,Behavioural risk factors,Sedentary behaviour,21,2
Fife,S12000047,Healthy Lives,Behavioural risk factors,Sexual health,473,3
Fife,S12000047,Healthy Lives,Behavioural risk factors,Smoking,17,2
Fife,S12000047,Healthy Lives,Children and young people,Teenage pregnancy,29.6,1
Fife,S12000047,Healthy Lives,Children and young people,Young people training,92.9,1
Fife,S12000047,Healthy People,Mortality,All mortality,1160,3
Fife,S12000047,Healthy People,Personal wellbeing,Anxiety,3.36,2
Fife,S12000047,Healthy People,Mortality,Avoidable deaths,314.7,2
Fife,S12000047,Healthy People,Physical health conditions,Cancer,602,4
Fife,S12000047,Healthy People,Physical health conditions,Cardiovascular conditions,16.615500619378466,4
Fife,S12000047,Healthy People,Physical health conditions,Dementia,56,2
Fife,S12000047,Healthy People,Physical health conditions,Diabetes,6.6,4
Fife,S12000047,Healthy People,Difficulties in daily life,Disability,21.658649455032577,2
Fife,S12000047,Healthy People,Personal wellbeing,Happiness,7.17,1
Fife,S12000047,Healthy People,Mortality,Healthy life expectancy,56.49208817014918,1
Fife,S12000047,Healthy People,Mortality,Infant mortality,4.6,1
Fife,S12000047,Healthy People,Personal wellbeing,Life satisfaction,7.31,1
Fife,S12000047,Healthy People,Personal wellbeing,Life worthwhileness,7.72,2
Fife,S12000047,Healthy People,Mental health,Mental health conditions,21.3,2
Fife,S12000047,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8254639288387362,2
Fife,S12000047,Healthy People,Mental health,Suicides,16.6,3
Fife,S12000047,Healthy Places,Living conditions,Air pollution,3.6168,2
Fife,S12000047,Healthy Places,Economic and working conditions,Child poverty,18.7,2
Fife,S12000047,Healthy Places,Access to services,Gp appointments,0.6511,2
Fife,S12000047,Healthy Places,Access to services,Gp travel time,8.866666666666667,5
Fife,S12000047,Healthy Places,Living conditions,Household overcrowding,1.8,3
Fife,S12000047,Healthy Places,Access to services,Internet access,0.898,2
Fife,S12000047,Healthy Places,Economic and working conditions,Job training,14.6,5
Fife,S12000047,Healthy Places,Crime,Low level crime,85.366510476,1
Fife,S12000047,Healthy Places,Crime,Personal crime,240.965153232,2
Fife,S12000047,Healthy Places,Access to services,Pharmacy travel time,7.008333333333333,5
Fife,S12000047,Healthy Places,Access to green space,Private outdoor space,97.2,4
Fife,S12000047,Healthy Places,Living conditions,Road safety,0.07771377133898857,3
Fife,S12000047,Healthy Places,Living conditions,Rough sleeping,58.94804533640578,2
Fife,S12000047,Healthy Places,Access to services,Sports centre travel time,11.266666666666666,3
Fife,S12000047,Healthy Places,Living conditions,Traffic volume,1.4232183191915937,2
Fife,S12000047,Healthy Places,Economic and working conditions,Unemployment,3.65645838,1
Fife,S12000047,Healthy Places,Economic and working conditions,Workplace safety,278,2
Glasgow City,S12000049,Healthy Lives,Behavioural risk factors,Alcohol misuse,109.27715872964903,5
Glasgow City,S12000049,Healthy Lives,Protective measures,Cancer screening,56.6,1
Glasgow City,S12000049,Healthy Lives,Protective measures,Child vaccine coverage,91.86875,1
Glasgow City,S12000049,Healthy Lives,Behavioural risk factors,Drug misuse,56.74137793601458,5
Glasgow City,S12000049,Healthy Lives,Children and young people,Early years development,25.622707086310097,1
Glasgow City,S12000049,Healthy Lives,Behavioural risk factors,Healthy eating,25,5
Glasgow City,S12000049,Healthy Lives,Physiological risk factors,High blood pressure,19,5
Glasgow City,S12000049,Healthy Lives,Physiological risk factors,Low birth weight,12.900000000000006,5
Glasgow City,S12000049,Healthy Lives,Children and young people,National five attainment,68.05,1
Glasgow City,S12000049,Healthy Lives,Physiological risk factors,Overweight obesity adults,61,5
Glasgow City,S12000049,Healthy Lives,Physiological risk factors,Overweight obesity children,17.14572192513369,2
Glasgow City,S12000049,Healthy Lives,Behavioural risk factors,Physical activity,66,4
Glasgow City,S12000049,Healthy Lives,Children and young people,Pupil absence,9,5
Glasgow City,S12000049,Healthy Lives,Behavioural risk factors,Sedentary behaviour,21,3
Glasgow City,S12000049,Healthy Lives,Behavioural risk factors,Sexual health,465,3
Glasgow City,S12000049,Healthy Lives,Behavioural risk factors,Smoking,18,1
Glasgow City,S12000049,Healthy Lives,Children and young people,Teenage pregnancy,31.5,1
Glasgow City,S12000049,Healthy Lives,Children and young people,Young people training,92.5,1
Glasgow City,S12000049,Healthy People,Mortality,All mortality,1440,1
Glasgow City,S12000049,Healthy People,Personal wellbeing,Anxiety,3.29,2
Glasgow City,S12000049,Healthy People,Mortality,Avoidable deaths,494.9,1
Glasgow City,S12000049,Healthy People,Physical health conditions,Cancer,732.6,1
Glasgow City,S12000049,Healthy People,Physical health conditions,Cardiovascular conditions,18.40178542757137,3
Glasgow City,S12000049,Healthy People,Physical health conditions,Dementia,47,5
Glasgow City,S12000049,Healthy People,Physical health conditions,Diabetes,6,2
Glasgow City,S12000049,Healthy People,Difficulties in daily life,Disability,22.85365436184173,1
Glasgow City,S12000049,Healthy People,Personal wellbeing,Happiness,7.14,1
Glasgow City,S12000049,Healthy People,Mortality,Healthy life expectancy,55.40980019838458,1
Glasgow City,S12000049,Healthy People,Mortality,Infant mortality,4.2,1
Glasgow City,S12000049,Healthy People,Personal wellbeing,Life satisfaction,7.24,1
Glasgow City,S12000049,Healthy People,Personal wellbeing,Life worthwhileness,7.41,1
Glasgow City,S12000049,Healthy People,Mental health,Mental health conditions,21.4,2
Glasgow City,S12000049,Healthy People,Physical health conditions,Musculoskeletal conditions,0.6737502244585442,5
Glasgow City,S12000049,Healthy People,Mental health,Suicides,19.5,2
Glasgow City,S12000049,Healthy Places,Living conditions,Air pollution,4.3586,1
Glasgow City,S12000049,Healthy Places,Economic and working conditions,Child poverty,27.400000000000002,1
Glasgow City,S12000049,Healthy Places,Access to services,Gp appointments,0.7033,3
Glasgow City,S12000049,Healthy Places,Access to services,Gp travel time,8.316666666666666,5
Glasgow City,S12000049,Healthy Places,Living conditions,Household overcrowding,4.7,1
Glasgow City,S12000049,Healthy Places,Access to services,Internet access,0.871,1
Glasgow City,S12000049,Healthy Places,Economic and working conditions,Job training,10.9,3
Glasgow City,S12000049,Healthy Places,Crime,Low level crime,89.158986545,1
Glasgow City,S12000049,Healthy Places,Crime,Personal crime,318.53505025,1
Glasgow City,S12000049,Healthy Places,Access to services,Pharmacy travel time,6.525,5
Glasgow City,S12000049,Healthy Places,Access to green space,Private outdoor space,98.1,5
Glasgow City,S12000049,Healthy Places,Living conditions,Road safety,1.3170489497480362,1
Glasgow City,S12000049,Healthy Places,Living conditions,Rough sleeping,100.47945313859834,1
Glasgow City,S12000049,Healthy Places,Access to services,Sports centre travel time,7.466666666666667,5
Glasgow City,S12000049,Healthy Places,Living conditions,Traffic volume,12.704941325243338,1
Glasgow City,S12000049,Healthy Places,Economic and working conditions,Unemployment,4.42318411,1
Glasgow City,S12000049,Healthy Places,Economic and working conditions,Workplace safety,200,5
Highland,S12000017,Healthy Lives,Behavioural risk factors,Alcohol misuse,169.31823002842478,4
Highland,S12000017,Healthy Lives,Protective measures,Cancer screening,70.8,4
Highland,S12000017,Healthy Lives,Protective measures,Child vaccine coverage,90.1275,1
Highland,S12000017,Healthy Lives,Behavioural risk factors,Drug misuse,49.11659125710874,5
Highland,S12000017,Healthy Lives,Children and young people,Early years development,16.719846841097638,4
Highland,S12000017,Healthy Lives,Behavioural risk factors,Healthy eating,24,4
Highland,S12000017,Healthy Lives,Physiological risk factors,High blood pressure,23,3
Highland,S12000017,Healthy Lives,Physiological risk factors,Low birth weight,15.200000000000003,4
Highland,S12000017,Healthy Lives,Children and young people,National five attainment,74.64999999999999,4
Highland,S12000017,Healthy Lives,Physiological risk factors,Overweight obesity adults,71,1
Highland,S12000017,Healthy Lives,Physiological risk factors,Overweight obesity children,15.70704744357439,3
Highland,S12000017,Healthy Lives,Behavioural risk factors,Physical activity,71,5
Highland,S12000017,Healthy Lives,Children and young people,Pupil absence,21,2
Highland,S12000017,Healthy Lives,Behavioural risk factors,Sedentary behaviour,19,4
Highland,S12000017,Healthy Lives,Behavioural risk factors,Sexual health,374,2
Highland,S12000017,Healthy Lives,Behavioural risk factors,Smoking,15,3
Highland,S12000017,Healthy Lives,Children and young people,Teenage pregnancy,20.6,4
Highland,S12000017,Healthy Lives,Children and young people,Young people training,94.9,3
Highland,S12000017,Healthy People,Mortality,All mortality,1040,4
Highland,S12000017,Healthy People,Personal wellbeing,Anxiety,2.72,4
Highland,S12000017,Healthy People,Mortality,Avoidable deaths,290.9,3
Highland,S12000017,Healthy People,Physical health conditions,Cancer,603.9,3
Highland,S12000017,Healthy People,Physical health conditions,Cardiovascular conditions,18.446395995078696,3
Highland,S12000017,Healthy People,Physical health conditions,Dementia,53,3
Highland,S12000017,Healthy People,Physical health conditions,Diabetes,6.4,4
Highland,S12000017,Healthy People,Difficulties in daily life,Disability,19.087484008828532,3
Highland,S12000017,Healthy People,Personal wellbeing,Happiness,7.93,5
Highland,S12000017,Healthy People,Mortality,Healthy life expectancy,64.672327564479545,4
Highland,S12000017,Healthy People,Mortality,Infant mortality,3,3
Highland,S12000017,Healthy People,Personal wellbeing,Life satisfaction,7.87,5
Highland,S12000017,Healthy People,Personal wellbeing,Life worthwhileness,8.1,5
Highland,S12000017,Healthy People,Mental health,Mental health conditions,18.2,4
Highland,S12000017,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8445094744165894,2
Highland,S12000017,Healthy People,Mental health,Suicides,25.1,1
Highland,S12000017,Healthy Places,Living conditions,Air pollution,2.3818,5
Highland,S12000017,Healthy Places,Economic and working conditions,Child poverty,15.6,3
Highland,S12000017,Healthy Places,Access to services,Gp appointments,0.813,5
Highland,S12000017,Healthy Places,Access to services,Gp travel time,17.033333333333335,1
Highland,S12000017,Healthy Places,Living conditions,Household overcrowding,1.4,4
Highland,S12000017,Healthy Places,Access to services,Internet access,0.908,2
Highland,S12000017,Healthy Places,Economic and working conditions,Job training,10.3,3
Highland,S12000017,Healthy Places,Crime,Low level crime,63.298120572,3
Highland,S12000017,Healthy Places,Crime,Personal crime,210.809893516,3
Highland,S12000017,Healthy Places,Access to services,Pharmacy travel time,9.083333333333332,3
Highland,S12000017,Healthy Places,Access to green space,Private outdoor space,93.60000000000001,1
Highland,S12000017,Healthy Places,Living conditions,Road safety,0.00573449080602562,5
Highland,S12000017,Healthy Places,Living conditions,Rough sleeping,67.70194219946684,2
Highland,S12000017,Healthy Places,Access to services,Sports centre travel time,14.841666666666667,1
Highland,S12000017,Healthy Places,Living conditions,Traffic volume,0.07325238555617127,5
Highland,S12000017,Healthy Places,Economic and working conditions,Unemployment,2.82805053,4
Highland,S12000017,Healthy Places,Economic and working conditions,Workplace safety,268,2
Inverclyde,S12000018,Healthy Lives,Behavioural risk factors,Alcohol misuse,734.4906816441153,1
Inverclyde,S12000018,Healthy Lives,Protective measures,Cancer screening,63.8,1
Inverclyde,S12000018,Healthy Lives,Protective measures,Child vaccine coverage,93.66833333333334,2
Inverclyde,S12000018,Healthy Lives,Behavioural risk factors,Drug misuse,367.52062607309296,1
Inverclyde,S12000018,Healthy Lives,Children and young people,Early years development,24.874791318864776,1
Inverclyde,S12000018,Healthy Lives,Behavioural risk factors,Healthy eating,22,3
Inverclyde,S12000018,Healthy Lives,Physiological risk factors,High blood pressure,26,2
Inverclyde,S12000018,Healthy Lives,Physiological risk factors,Low birth weight,12.5,5
Inverclyde,S12000018,Healthy Lives,Children and young people,National five attainment,70.75,2
Inverclyde,S12000018,Healthy Lives,Physiological risk factors,Overweight obesity adults,64,4
Inverclyde,S12000018,Healthy Lives,Physiological risk factors,Overweight obesity children,18.587896253602306,1
Inverclyde,S12000018,Healthy Lives,Behavioural risk factors,Physical activity,63,2
Inverclyde,S12000018,Healthy Lives,Children and young people,Pupil absence,15.7,3
Inverclyde,S12000018,Healthy Lives,Behavioural risk factors,Sedentary behaviour,23,2
Inverclyde,S12000018,Healthy Lives,Behavioural risk factors,Sexual health,465,3
Inverclyde,S12000018,Healthy Lives,Behavioural risk factors,Smoking,16,2
Inverclyde,S12000018,Healthy Lives,Children and young people,Teenage pregnancy,22.5,3
Inverclyde,S12000018,Healthy Lives,Children and young people,Young people training,94,2
Inverclyde,S12000018,Healthy People,Mortality,All mortality,1360,1
Inverclyde,S12000018,Healthy People,Personal wellbeing,Anxiety,3.09,3
Inverclyde,S12000018,Healthy People,Mortality,Avoidable deaths,405.1,1
Inverclyde,S12000018,Healthy People,Physical health conditions,Cancer,631.6,2
Inverclyde,S12000018,Healthy People,Physical health conditions,Cardiovascular conditions,19.249425580801635,2
Inverclyde,S12000018,Healthy People,Physical health conditions,Dementia,55,3
Inverclyde,S12000018,Healthy People,Physical health conditions,Diabetes,6,2
Inverclyde,S12000018,Healthy People,Difficulties in daily life,Disability,24.935527446886894,1
Inverclyde,S12000018,Healthy People,Personal wellbeing,Happiness,7.56,4
Inverclyde,S12000018,Healthy People,Mortality,Healthy life expectancy,58.53350195567144,2
Inverclyde,S12000018,Healthy People,Mortality,Infant mortality,3.8,1
Inverclyde,S12000018,Healthy People,Personal wellbeing,Life satisfaction,7.51,3
Inverclyde,S12000018,Healthy People,Personal wellbeing,Life worthwhileness,7.74,2
Inverclyde,S12000018,Healthy People,Mental health,Mental health conditions,24.8,1
Inverclyde,S12000018,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8157241032921134,3
Inverclyde,S12000018,Healthy People,Mental health,Suicides,17.4,3
Inverclyde,S12000018,Healthy Places,Living conditions,Air pollution,3.1327,4
Inverclyde,S12000018,Healthy Places,Economic and working conditions,Child poverty,18.099999999999998,2
Inverclyde,S12000018,Healthy Places,Access to services,Gp appointments,0.7033,3
Inverclyde,S12000018,Healthy Places,Access to services,Gp travel time,11.941666666666666,3
Inverclyde,S12000018,Healthy Places,Living conditions,Household overcrowding,2.7,1
Inverclyde,S12000018,Healthy Places,Access to services,Internet access,0.89,1
Inverclyde,S12000018,Healthy Places,Economic and working conditions,Job training,9.2,2
Inverclyde,S12000018,Healthy Places,Crime,Low level crime,82.716364565,2
Inverclyde,S12000018,Healthy Places,Crime,Personal crime,197.983150371,4
Inverclyde,S12000018,Healthy Places,Access to services,Pharmacy travel time,19.924999999999997,1
Inverclyde,S12000018,Healthy Places,Access to green space,Private outdoor space,98.9,5
Inverclyde,S12000018,Healthy Places,Living conditions,Road safety,0.14204595681251356,2
Inverclyde,S12000018,Healthy Places,Living conditions,Rough sleeping,19.149751053236308,4
Inverclyde,S12000018,Healthy Places,Access to services,Sports centre travel time,10.475000000000001,3
Inverclyde,S12000018,Healthy Places,Living conditions,Traffic volume,2.0096414933387785,2
Inverclyde,S12000018,Healthy Places,Economic and working conditions,Unemployment,3.47703923,2
Inverclyde,S12000018,Healthy Places,Economic and working conditions,Workplace safety,260,3
North Lanarkshire,S12000050,Healthy Lives,Behavioural risk factors,Alcohol misuse,151.6733640336726,5
North Lanarkshire,S12000050,Healthy Lives,Protective measures,Cancer screening,61.5,1
North Lanarkshire,S12000050,Healthy Lives,Protective measures,Child vaccine coverage,94.59041666666667,4
North Lanarkshire,S12000050,Healthy Lives,Behavioural risk factors,Drug misuse,65.30573013734843,5
North Lanarkshire,S12000050,Healthy Lives,Children and young people,Early years development,20.41510717931269,2
North Lanarkshire,S12000050,Healthy Lives,Behavioural risk factors,Healthy eating,15,1
North Lanarkshire,S12000050,Healthy Lives,Physiological risk factors,High blood pressure,23,3
North Lanarkshire,S12000050,Healthy Lives,Physiological risk factors,Low birth weight,15.400000000000006,3
North Lanarkshire,S12000050,Healthy Lives,Children and young people,National five attainment,70.35,2
North Lanarkshire,S12000050,Healthy Lives,Physiological risk factors,Overweight obesity adults,70,2
North Lanarkshire,S12000050,Healthy Lives,Physiological risk factors,Overweight obesity children,17.755159739892566,1
North Lanarkshire,S12000050,Healthy Lives,Behavioural risk factors,Physical activity,62,2
North Lanarkshire,S12000050,Healthy Lives,Children and young people,Pupil absence,11.6,4
North Lanarkshire,S12000050,Healthy Lives,Behavioural risk factors,Sedentary behaviour,23,2
North Lanarkshire,S12000050,Healthy Lives,Behavioural risk factors,Sexual health,363.5,1
North Lanarkshire,S12000050,Healthy Lives,Behavioural risk factors,Smoking,21,1
North Lanarkshire,S12000050,Healthy Lives,Children and young people,Teenage pregnancy,25.1,2
North Lanarkshire,S12000050,Healthy Lives,Children and young people,Young people training,92.8,1
North Lanarkshire,S12000050,Healthy People,Mortality,All mortality,1380,1
North Lanarkshire,S12000050,Healthy People,Personal wellbeing,Anxiety,3.22,3
North Lanarkshire,S12000050,Healthy People,Mortality,Avoidable deaths,415.3,1
North Lanarkshire,S12000050,Healthy People,Physical health conditions,Cancer,629.8,2
North Lanarkshire,S12000050,Healthy People,Physical health conditions,Cardiovascular conditions,24.594491537852345,1
North Lanarkshire,S12000050,Healthy People,Physical health conditions,Dementia,58,2
North Lanarkshire,S12000050,Healthy People,Physical health conditions,Diabetes,6.9,5
North Lanarkshire,S12000050,Healthy People,Difficulties in daily life,Disability,22.69760498120215,1
North Lanarkshire,S12000050,Healthy People,Personal wellbeing,Happiness,7.33,2
North Lanarkshire,S12000050,Healthy People,Mortality,Healthy life expectancy,55.53775746924428,1
North Lanarkshire,S12000050,Healthy People,Mortality,Infant mortality,4.1,1
North Lanarkshire,S12000050,Healthy People,Personal wellbeing,Life satisfaction,7.38,2
North Lanarkshire,S12000050,Healthy People,Personal wellbeing,Life worthwhileness,7.51,1
North Lanarkshire,S12000050,Healthy People,Mental health,Mental health conditions,22.4,1
North Lanarkshire,S12000050,Healthy People,Physical health conditions,Musculoskeletal conditions,0.7682471869729588,5
North Lanarkshire,S12000050,Healthy People,Mental health,Suicides,19.8,2
North Lanarkshire,S12000050,Healthy Places,Living conditions,Air pollution,4.2271,1
North Lanarkshire,S12000050,Healthy Places,Economic and working conditions,Child poverty,19.5,2
North Lanarkshire,S12000050,Healthy Places,Access to services,Gp appointments,0.5471,1
North Lanarkshire,S12000050,Healthy Places,Access to services,Gp travel time,11.975,3
North Lanarkshire,S12000050,Healthy Places,Living conditions,Household overcrowding,3.1,1
North Lanarkshire,S12000050,Healthy Places,Access to services,Internet access,0.943,4
North Lanarkshire,S12000050,Healthy Places,Economic and working conditions,Job training,4.1,1
North Lanarkshire,S12000050,Healthy Places,Crime,Low level crime,65.438653096,2
North Lanarkshire,S12000050,Healthy Places,Crime,Personal crime,241.926495171,2
North Lanarkshire,S12000050,Healthy Places,Access to services,Pharmacy travel time,10.641666666666666,2
North Lanarkshire,S12000050,Healthy Places,Access to green space,Private outdoor space,97.8,5
North Lanarkshire,S12000050,Healthy Places,Living conditions,Road safety,0.17571492189693222,1
North Lanarkshire,S12000050,Healthy Places,Living conditions,Rough sleeping,8.7747521132528,5
North Lanarkshire,S12000050,Healthy Places,Access to services,Sports centre travel time,12.441666666666666,2
