"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000029","Council area","South Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",27966,8.7,8.8,8.6
"S12000030","Council area","Stirling",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",8690,9.3,9.5,9.1
"S12000033","Council area","Aberdeen City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",16474,7.2,7.3,7.1
"S12000034","Council area","Aberdeenshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",22910,8.7,8.8,8.6
"S12000035","Council area","Argyll & Bute",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",10256,11.9,12.1,11.7
"S12000036","Council area","City of Edinburgh",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",37010,7,7.1,7
"S12000038","Council area","Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",15538,8.6,8.8,8.5
"S12000039","Council area","West Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",7194,8.2,8.4,8
"S12000040","Council area","West Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",13486,7.3,7.4,7.2
"S12000041","Council area","Angus",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",13054,11.2,11.4,11.1
"S12000042","Council area","Dundee City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",12212,8.3,8.4,8.1
"S12000045","Council area","East Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",11931,11,11.1,10.8
"S12000047","Council area","Fife",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",35385,9.4,9.5,9.3
"S12000048","Council area","Perth & Kinross",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",17293,11.2,11.4,11.1
"S12000049","Council area","Glasgow City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",37606,5.9,6,5.9
"S12000050","Council area","North Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 75+ years",25750,7.5,7.6,7.4
"S12000005","Council area","Clackmannanshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",1102,2.1,2.3,2
"S12000006","Council area","Dumfries & Galloway",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",4797,3.2,3.3,3.1
"S12000008","Council area","East Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",2772,2.3,2.4,2.2
"S12000010","Council area","East Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",2862,2.6,2.7,2.5
"S12000011","Council area","East Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",2925,3,3.1,2.9
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",932,3.5,3.7,3.3
"S12000014","Council area","Falkirk",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3549,2.2,2.3,2.1
"S12000017","Council area","Highland",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",6691,2.8,2.9,2.8
"S12000018","Council area","Inverclyde",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",2109,2.7,2.9,2.6
"S12000019","Council area","Midlothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",1940,2,2.1,2
"S12000020","Council area","Moray",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",2819,2.9,3,2.8
"S12000021","Council area","North Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3409,2.5,2.6,2.5
"S12000023","Council area","Orkney Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",664,2.9,3.2,2.7
"S12000026","Council area","Scottish Borders",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3367,2.9,3,2.8
"S12000027","Council area","Shetland Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",557,2.4,2.6,2.2
"S12000028","Council area","South Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3681,3.3,3.4,3.2
"S12000029","Council area","South Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",7460,2.3,2.4,2.3
"S12000030","Council area","Stirling",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",2328,2.5,2.6,2.4
"S12000033","Council area","Aberdeen City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",4885,2.1,2.2,2.1
"S12000034","Council area","Aberdeenshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",6024,2.3,2.4,2.2
"S12000035","Council area","Argyll & Bute",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",2667,3.1,3.2,3
"S12000036","Council area","City of Edinburgh",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",11594,2.2,2.2,2.2
"S12000038","Council area","Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",4297,2.4,2.5,2.3
"S12000039","Council area","West Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",1876,2.1,2.2,2
"S12000040","Council area","West Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3323,1.8,1.9,1.7
"S12000041","Council area","Angus",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3621,3.1,3.2,3
"S12000042","Council area","Dundee City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3722,2.5,2.6,2.4
"S12000045","Council area","East Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",3439,3.2,3.3,3.1
"S12000047","Council area","Fife",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",9390,2.5,2.6,2.5
"S12000048","Council area","Perth & Kinross",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",5102,3.3,3.4,3.2
"S12000049","Council area","Glasgow City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",11144,1.8,1.8,1.7
"S12000050","Council area","North Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 85+ years",6261,1.8,1.9,1.8
"S12000005","Council area","Clackmannanshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",51540,51540,NA,NA
"S12000006","Council area","Dumfries & Galloway",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",148790,148790,NA,NA
"S12000008","Council area","East Ayrshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",122020,122020,NA,NA
"S12000010","Council area","East Lothian",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",109580,109580,NA,NA
"S12000011","Council area","East Renfrewshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",96580,96580,NA,NA
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",26640,26640,NA,NA
"S12000014","Council area","Falkirk",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",160700,160700,NA,NA
"S12000017","Council area","Highland",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",238060,238060,NA,NA
"S12000018","Council area","Inverclyde",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",76700,76700,NA,NA
"S12000019","Council area","Midlothian",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",94680,94680,NA,NA
"S12000020","Council area","Moray",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",96410,96410,NA,NA
"S12000021","Council area","North Ayrshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",134220,134220,NA,NA
"S12000023","Council area","Orkney Islands",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",22540,22540,NA,NA
"S12000026","Council area","Scottish Borders",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",116020,116020,NA,NA
"S12000027","Council area","Shetland Islands",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",22940,22940,NA,NA
"S12000028","Council area","South Ayrshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",112450,112450,NA,NA
"S12000029","Council area","South Lanarkshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",322630,322630,NA,NA
"S12000030","Council area","Stirling",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",93470,93470,NA,NA
"S12000033","Council area","Aberdeen City",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",227430,227430,NA,NA
"S12000034","Council area","Aberdeenshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",262690,262690,NA,NA
"S12000035","Council area","Argyll & Bute",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",86220,86220,NA,NA
"S12000036","Council area","City of Edinburgh",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",526470,526470,NA,NA
"S12000038","Council area","Renfrewshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",179940,179940,NA,NA
"S12000039","Council area","West Dunbartonshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",87790,87790,NA,NA
"S12000040","Council area","West Lothian",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",185580,185580,NA,NA
"S12000041","Council area","Angus",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",116120,116120,NA,NA
"S12000042","Council area","Dundee City",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",147720,147720,NA,NA
"S12000045","Council area","East Dunbartonshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",108900,108900,NA,NA
"S12000047","Council area","Fife",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",374730,374730,NA,NA
"S12000048","Council area","Perth & Kinross",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",153810,153810,NA,NA
"S12000049","Council area","Glasgow City",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",635130,635130,NA,NA
"S12000050","Council area","North Lanarkshire",2021,"2021 mid-year estimate","Number","Mid-year population estimate - all ages",341400,341400,NA,NA
"S12000005","Council area","Clackmannanshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",454,0.9,1,0.8
"S12000006","Council area","Dumfries & Galloway",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1118,0.8,0.8,0.7
"S12000008","Council area","East Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1093,0.9,0.9,0.8
"S12000010","Council area","East Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",985,0.9,1,0.8
"S12000011","Council area","East Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",787,0.8,0.9,0.8
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",170,0.6,0.7,0.6
"S12000014","Council area","Falkirk",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1414,0.9,0.9,0.8
"S12000017","Council area","Highland",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1842,0.8,0.8,0.7
"S12000018","Council area","Inverclyde",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",574,0.7,0.8,0.7
"S12000019","Council area","Midlothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1011,1.1,1.1,1
"S12000020","Council area","Moray",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",787,0.8,0.9,0.8
"S12000021","Council area","North Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1052,0.8,0.8,0.7
"S12000023","Council area","Orkney Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",177,0.8,0.9,0.7
"S12000026","Council area","Scottish Borders",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",871,0.8,0.8,0.7
"S12000027","Council area","Shetland Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",176,0.8,0.9,0.7
"S12000028","Council area","South Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",799,0.7,0.8,0.7
"S12000029","Council area","South Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",3026,0.9,1,0.9
"S12000030","Council area","Stirling",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",682,0.7,0.8,0.7
"S12000033","Council area","Aberdeen City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1956,0.9,0.9,0.8
"S12000034","Council area","Aberdeenshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",2251,0.9,0.9,0.8
"S12000035","Council area","Argyll & Bute",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",583,0.7,0.7,0.6
"S12000036","Council area","City of Edinburgh",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",4506,0.9,0.9,0.8
"S12000038","Council area","Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1546,0.9,0.9,0.8
"S12000039","Council area","West Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",741,0.8,0.9,0.8
"S12000040","Council area","West Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1746,0.9,1,0.9
"S12000041","Council area","Angus",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",885,0.8,0.8,0.7
"S12000042","Council area","Dundee City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1263,0.9,0.9,0.8
"S12000045","Council area","East Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",892,0.8,0.9,0.8
"S12000047","Council area","Fife",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",3102,0.8,0.9,0.8
"S12000048","Council area","Perth & Kinross",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",1185,0.8,0.8,0.7
"S12000049","Council area","Glasgow City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",5902,0.9,0.9,0.9
"S12000050","Council area","North Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 1 year",3206,0.9,1,0.9
"S12000005","Council area","Clackmannanshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",8877,17.2,17.6,16.9
"S12000006","Council area","Dumfries & Galloway",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",22882,15.4,15.6,15.2
"S12000008","Council area","East Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",20792,17,17.2,16.8
"S12000010","Council area","East Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",19822,18.1,18.3,17.9
"S12000011","Council area","East Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",19701,20.4,20.6,20.1
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",4060,15.2,15.7,14.8
"S12000014","Council area","Falkirk",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",27564,17.2,17.3,17
"S12000017","Council area","Highland",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",38130,16,16.2,15.9
"S12000018","Council area","Inverclyde",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",12197,15.9,16.2,15.7
"S12000019","Council area","Midlothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",18281,19.3,19.6,19.1
"S12000020","Council area","Moray",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",15941,16.5,16.8,16.3
"S12000021","Council area","North Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",21891,16.3,16.5,16.1
"S12000023","Council area","Orkney Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",3553,15.8,16.2,15.3
"S12000026","Council area","Scottish Borders",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",18723,16.1,16.4,15.9
"S12000027","Council area","Shetland Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",4104,17.9,18.4,17.4
"S12000028","Council area","South Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",17244,15.3,15.6,15.1
"S12000029","Council area","South Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",55700,17.3,17.4,17.1
"S12000030","Council area","Stirling",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",14948,16,16.2,15.8
"S12000033","Council area","Aberdeen City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",35860,15.8,15.9,15.6
"S12000034","Council area","Aberdeenshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",48578,18.5,18.6,18.3
"S12000035","Council area","Argyll & Bute",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",12441,14.4,14.7,14.2
"S12000036","Council area","City of Edinburgh",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",78826,15,15.1,14.9
"S12000038","Council area","Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",29784,16.6,16.7,16.4
"S12000039","Council area","West Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",15234,17.4,17.6,17.1
"S12000040","Council area","West Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",35133,18.9,19.1,18.8
"S12000041","Council area","Angus",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",18639,16.1,16.3,15.8
"S12000042","Council area","Dundee City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",23704,16,16.2,15.9
"S12000045","Council area","East Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",19528,17.9,18.2,17.7
"S12000047","Council area","Fife",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",63680,17,17.1,16.9
"S12000048","Council area","Perth & Kinross",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",24218,15.7,15.9,15.6
"S12000049","Council area","Glasgow City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",99881,15.7,15.8,15.6
"S12000050","Council area","North Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-15 years",61606,18,18.2,17.9
"S12000005","Council area","Clackmannanshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",10010,19.4,19.8,19.1
"S12000006","Council area","Dumfries & Galloway",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",25967,17.5,17.6,17.3
"S12000008","Council area","East Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",23427,19.2,19.4,19
"S12000010","Council area","East Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",22189,20.2,20.5,20
"S12000011","Council area","East Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",22263,23.1,23.3,22.8
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",4625,17.4,17.8,16.9
"S12000014","Council area","Falkirk",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",31062,19.3,19.5,19.1
"S12000017","Council area","Highland",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",43268,18.2,18.3,18
"S12000018","Council area","Inverclyde",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",13889,18.1,18.4,17.8
"S12000019","Council area","Midlothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",20305,21.4,21.7,21.2
"S12000020","Council area","Moray",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",18093,18.8,19,18.5
"S12000021","Council area","North Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",24804,18.5,18.7,18.3
"S12000023","Council area","Orkney Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",4004,17.8,18.3,17.3
"S12000026","Council area","Scottish Borders",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",21207,18.3,18.5,18.1
"S12000027","Council area","Shetland Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",4624,20.2,20.7,19.6
"S12000028","Council area","South Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",19575,17.4,17.6,17.2
"S12000029","Council area","South Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",62492,19.4,19.5,19.2
"S12000030","Council area","Stirling",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",17130,18.3,18.6,18.1
"S12000033","Council area","Aberdeen City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",39663,17.4,17.6,17.3
"S12000034","Council area","Aberdeenshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",54422,20.7,20.9,20.6
"S12000035","Council area","Argyll & Bute",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",14202,16.5,16.7,16.2
"S12000036","Council area","City of Edinburgh",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",87551,16.6,16.7,16.5
"S12000038","Council area","Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",33624,18.7,18.9,18.5
"S12000039","Council area","West Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",17169,19.6,19.8,19.3
"S12000040","Council area","West Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",39597,21.3,21.5,21.1
"S12000041","Council area","Angus",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",21172,18.2,18.5,18
"S12000042","Council area","Dundee City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",26530,18,18.2,17.8
"S12000045","Council area","East Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",22022,20.2,20.5,20
"S12000047","Council area","Fife",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",71746,19.1,19.3,19
"S12000048","Council area","Perth & Kinross",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",27561,17.9,18.1,17.7
"S12000049","Council area","Glasgow City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",111037,17.5,17.6,17.4
"S12000050","Council area","North Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged under 18 years",69751,20.4,20.6,20.3
"S12000005","Council area","Clackmannanshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",14415,28,28.4,27.6
"S12000006","Council area","Dumfries & Galloway",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",37247,25,25.2,24.8
"S12000008","Council area","East Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",33673,27.6,27.9,27.4
"S12000010","Council area","East Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",30478,27.8,28.1,27.6
"S12000011","Council area","East Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",30309,31.4,31.7,31.1
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",6402,24,24.6,23.5
"S12000014","Council area","Falkirk",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",44759,27.9,28.1,27.6
"S12000017","Council area","Highland",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",61990,26,26.2,25.9
"S12000018","Council area","Inverclyde",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",20386,26.6,26.9,26.3
"S12000019","Council area","Midlothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",27926,29.5,29.8,29.2
"S12000020","Council area","Moray",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",26198,27.2,27.5,26.9
"S12000021","Council area","North Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",36510,27.2,27.4,27
"S12000023","Council area","Orkney Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",5591,24.8,25.4,24.2
"S12000026","Council area","Scottish Borders",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",29863,25.7,26,25.5
"S12000027","Council area","Shetland Islands",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",6429,28,28.6,27.4
"S12000028","Council area","South Ayrshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",28497,25.3,25.6,25.1
"S12000029","Council area","South Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",89699,27.8,28,27.6
"S12000030","Council area","Stirling",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",27512,29.4,29.7,29.1
"S12000033","Council area","Aberdeen City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",64155,28.2,28.4,28
"S12000034","Council area","Aberdeenshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",73688,28.1,28.2,27.9
"S12000035","Council area","Argyll & Bute",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",21621,25.1,25.4,24.8
"S12000036","Council area","City of Edinburgh",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",149527,28.4,28.5,28.3
"S12000038","Council area","Renfrewshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",49741,27.6,27.9,27.4
"S12000039","Council area","West Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",24777,28.2,28.5,27.9
"S12000040","Council area","West Lothian",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",55742,30,30.2,29.8
"S12000041","Council area","Angus",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",30468,26.2,26.5,26
"S12000042","Council area","Dundee City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",45631,30.9,31.1,30.7
"S12000045","Council area","East Dunbartonshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",30656,28.2,28.4,27.9
"S12000047","Council area","Fife",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",106975,28.5,28.7,28.4
"S12000048","Council area","Perth & Kinross",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",39648,25.8,26,25.6
"S12000049","Council area","Glasgow City",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",188487,29.7,29.8,29.6
"S12000050","Council area","North Lanarkshire",2021,"2021 calendar year","Percentage","Mid-year population estimate - aged 0-25 years",101580,29.8,29.9,29.6
"S12000005","Council area","Clackmannanshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",95.3,20.5,24.4,17.1
